fecha_hora,pozo_id,equipo_id,tipo_lodo,viscosidad_funnel,densidad_lpg,caudal_gpm,malla_api
2026-05-09 06:00:00,PZ-001,EQ-001,WBM,54.6,14.2,657.3,170
2026-05-09 12:00:00,PZ-001,EQ-001,OBM,44.2,11.6,445.9,230
2026-05-09 18:00:00,PZ-001,EQ-001,OBM,59.5,11.5,654.8,100
2026-05-10 00:00:00,PZ-001,EQ-001,OBM,52.6,9.2,655.0,100
2026-05-10 06:00:00,PZ-001,EQ-001,OBM,52.6,15.2,711.2,230
2026-05-10 12:00:00,PZ-001,EQ-001,OBM,83.5,15.7,769.2,230
2026-05-10 18:00:00,PZ-001,EQ-001,OBM,56.8,11.8,764.3,170
2026-05-11 00:00:00,PZ-001,EQ-001,WBM,67.7,15.9,377.0,170
2026-05-11 06:00:00,PZ-001,EQ-001,WBM,78.2,10.0,689.9,230
2026-05-11 12:00:00,PZ-001,EQ-001,OBM,51.5,13.3,344.9,100
2026-05-11 18:00:00,PZ-001,EQ-001,WBM,43.2,11.8,327.9,170
2026-05-12 00:00:00,PZ-001,EQ-001,WBM,44.2,13.0,319.8,100
2026-05-12 06:00:00,PZ-001,EQ-001,OBM,77.8,15.0,437.6,140
2026-05-12 12:00:00,PZ-001,EQ-001,WBM,45.7,12.7,723.5,200
2026-05-12 18:00:00,PZ-001,EQ-001,OBM,77.9,10.4,526.2,170
2026-05-13 00:00:00,PZ-001,EQ-001,OBM,83.9,12.6,477.6,100
2026-05-13 06:00:00,PZ-001,EQ-001,OBM,73.5,10.8,401.4,100
2026-05-13 12:00:00,PZ-001,EQ-001,WBM,81.2,12.1,431.9,100
2026-05-13 18:00:00,PZ-001,EQ-001,WBM,83.0,14.2,604.9,230
2026-05-14 00:00:00,PZ-001,EQ-001,WBM,56.0,14.3,307.9,200
2026-05-14 06:00:00,PZ-001,EQ-001,WBM,78.5,13.9,560.8,140
2026-05-14 12:00:00,PZ-001,EQ-001,OBM,55.6,12.3,657.4,140
2026-05-14 18:00:00,PZ-001,EQ-001,OBM,42.0,11.6,644.2,140
2026-05-15 00:00:00,PZ-001,EQ-001,OBM,70.8,13.3,819.1,140
2026-05-15 06:00:00,PZ-001,EQ-001,OBM,82.3,13.0,513.5,200
2026-05-15 12:00:00,PZ-001,EQ-001,OBM,76.9,13.4,751.2,140
2026-05-15 18:00:00,PZ-001,EQ-001,WBM,49.7,11.6,321.4,140
2026-05-16 00:00:00,PZ-001,EQ-001,WBM,54.4,14.9,312.8,140
2026-05-16 06:00:00,PZ-001,EQ-001,OBM,71.2,11.4,815.2,200
2026-05-16 12:00:00,PZ-001,EQ-001,WBM,73.8,14.6,844.8,200
2026-05-16 18:00:00,PZ-001,EQ-001,OBM,55.3,15.5,772.1,100
2026-05-17 00:00:00,PZ-001,EQ-001,OBM,50.7,11.6,593.9,200
2026-05-17 06:00:00,PZ-001,EQ-001,WBM,80.3,11.7,306.0,100
2026-05-17 12:00:00,PZ-001,EQ-001,WBM,83.1,13.7,565.4,140
2026-05-17 18:00:00,PZ-001,EQ-001,OBM,53.2,11.3,669.9,200
2026-05-18 00:00:00,PZ-001,EQ-001,OBM,45.1,15.5,835.8,140
2026-05-18 06:00:00,PZ-001,EQ-001,OBM,55.8,9.8,378.6,140
2026-05-18 12:00:00,PZ-001,EQ-001,OBM,77.7,12.0,422.4,100
2026-05-18 18:00:00,PZ-001,EQ-001,OBM,43.7,9.6,842.7,230
2026-05-19 00:00:00,PZ-001,EQ-001,OBM,82.6,15.9,714.4,200
2026-05-19 06:00:00,PZ-001,EQ-001,OBM,51.2,11.3,538.9,230
2026-05-19 12:00:00,PZ-001,EQ-001,OBM,42.5,9.8,364.6,100
2026-05-19 18:00:00,PZ-001,EQ-001,OBM,50.7,11.8,562.7,100
2026-05-20 00:00:00,PZ-001,EQ-001,WBM,83.3,9.1,833.4,230
2026-05-20 06:00:00,PZ-001,EQ-001,WBM,81.6,15.4,439.1,170
2026-05-20 12:00:00,PZ-001,EQ-001,OBM,68.3,13.9,550.0,230
2026-05-20 18:00:00,PZ-001,EQ-001,WBM,73.2,15.4,827.3,200
2026-05-21 00:00:00,PZ-001,EQ-001,WBM,47.6,13.5,513.5,200
2026-05-21 06:00:00,PZ-001,EQ-001,WBM,83.8,15.9,684.0,100
2026-05-21 12:00:00,PZ-001,EQ-001,OBM,67.1,10.9,373.3,170
2026-05-21 18:00:00,PZ-001,EQ-001,OBM,72.7,13.3,530.0,140
2026-05-22 00:00:00,PZ-001,EQ-001,WBM,58.5,14.4,564.2,100
2026-05-22 06:00:00,PZ-001,EQ-001,OBM,57.7,14.8,613.0,100
2026-05-22 12:00:00,PZ-001,EQ-001,OBM,52.3,9.4,775.6,100
2026-05-22 18:00:00,PZ-001,EQ-001,OBM,81.1,13.1,699.4,140
2026-05-23 00:00:00,PZ-001,EQ-001,WBM,60.3,9.9,824.7,230
2026-05-23 06:00:00,PZ-001,EQ-001,OBM,74.1,9.3,447.8,140
2026-05-23 12:00:00,PZ-001,EQ-001,OBM,77.4,11.2,749.0,200
2026-05-23 18:00:00,PZ-001,EQ-001,OBM,58.2,9.9,315.8,230
2026-05-24 00:00:00,PZ-001,EQ-001,OBM,49.6,10.0,308.0,140
2026-05-24 06:00:00,PZ-001,EQ-001,WBM,59.7,15.3,491.5,100
2026-05-24 12:00:00,PZ-001,EQ-001,WBM,68.0,15.0,822.2,200
2026-05-24 18:00:00,PZ-001,EQ-001,OBM,74.6,9.5,325.2,230
2026-05-25 00:00:00,PZ-001,EQ-001,WBM,66.1,11.4,595.5,170
2026-05-25 06:00:00,PZ-001,EQ-001,OBM,48.2,11.4,793.2,170
2026-05-25 12:00:00,PZ-001,EQ-001,OBM,67.1,10.6,752.0,140
2026-05-25 18:00:00,PZ-001,EQ-001,WBM,44.0,9.8,553.4,140
2026-05-26 00:00:00,PZ-001,EQ-001,WBM,54.9,11.3,350.8,100
2026-05-26 06:00:00,PZ-001,EQ-001,OBM,47.1,11.6,301.4,200
2026-05-26 12:00:00,PZ-001,EQ-001,OBM,48.3,10.5,503.8,140
2026-05-26 18:00:00,PZ-001,EQ-001,OBM,72.4,9.4,381.3,170
2026-05-27 00:00:00,PZ-001,EQ-001,OBM,63.0,12.7,358.9,140
2026-05-27 06:00:00,PZ-001,EQ-001,WBM,44.7,14.2,400.3,100
2026-05-27 12:00:00,PZ-001,EQ-001,WBM,64.1,10.6,488.6,100
2026-05-27 18:00:00,PZ-001,EQ-001,OBM,62.4,9.6,595.4,140
2026-05-28 00:00:00,PZ-001,EQ-001,OBM,65.4,11.7,485.6,200
2026-05-28 06:00:00,PZ-001,EQ-001,OBM,56.0,15.9,633.2,100
2026-05-28 12:00:00,PZ-001,EQ-001,WBM,47.2,10.3,456.8,100
2026-05-28 18:00:00,PZ-001,EQ-001,OBM,58.5,15.9,361.6,140
2026-05-29 00:00:00,PZ-001,EQ-001,OBM,40.2,15.8,569.9,170
2026-05-29 06:00:00,PZ-001,EQ-001,OBM,64.1,12.3,761.2,230
2026-05-29 12:00:00,PZ-001,EQ-001,WBM,73.1,12.7,689.0,230
2026-05-29 18:00:00,PZ-001,EQ-001,OBM,54.4,13.2,503.1,140
2026-05-30 00:00:00,PZ-001,EQ-001,OBM,49.1,13.8,348.3,230
2026-05-30 06:00:00,PZ-001,EQ-001,OBM,58.5,11.4,811.2,200
2026-05-30 12:00:00,PZ-001,EQ-001,WBM,72.9,15.6,399.7,170
2026-05-30 18:00:00,PZ-001,EQ-001,OBM,42.2,14.5,755.4,230
2026-05-31 00:00:00,PZ-001,EQ-001,WBM,47.4,14.7,665.9,140
2026-05-31 06:00:00,PZ-001,EQ-001,WBM,66.5,13.8,548.6,170
2026-05-31 12:00:00,PZ-001,EQ-001,OBM,59.7,13.0,495.4,140
2026-05-31 18:00:00,PZ-001,EQ-001,OBM,68.1,9.8,816.9,170
2026-06-01 00:00:00,PZ-001,EQ-001,OBM,73.4,13.0,848.7,100
2026-06-01 06:00:00,PZ-001,EQ-001,WBM,73.5,9.2,613.4,140
2026-06-01 12:00:00,PZ-001,EQ-001,OBM,44.6,12.8,508.4,230
2026-06-01 18:00:00,PZ-001,EQ-001,WBM,75.9,10.0,426.1,200
2026-06-02 00:00:00,PZ-001,EQ-001,WBM,66.9,13.0,693.9,170
2026-06-02 06:00:00,PZ-001,EQ-001,WBM,80.9,13.1,520.5,140
2026-06-02 12:00:00,PZ-001,EQ-001,WBM,66.4,12.5,636.3,200
2026-06-02 18:00:00,PZ-001,EQ-001,WBM,81.3,14.5,312.7,140
2026-06-03 00:00:00,PZ-001,EQ-001,WBM,43.1,9.5,357.3,100
2026-06-03 06:00:00,PZ-001,EQ-001,OBM,45.1,15.9,761.4,100
2026-06-03 12:00:00,PZ-001,EQ-001,WBM,50.2,13.3,508.6,230
2026-06-03 18:00:00,PZ-001,EQ-001,OBM,40.2,11.3,519.0,100
2026-06-04 00:00:00,PZ-001,EQ-001,OBM,61.0,12.4,805.2,170
2026-06-04 06:00:00,PZ-001,EQ-001,WBM,62.4,11.9,803.2,100
2026-06-04 12:00:00,PZ-001,EQ-001,WBM,49.9,10.5,583.3,100
2026-06-04 18:00:00,PZ-001,EQ-001,WBM,58.7,9.6,848.3,100
2026-06-05 00:00:00,PZ-001,EQ-001,WBM,57.9,12.0,739.9,230
2026-06-05 06:00:00,PZ-001,EQ-001,WBM,77.6,13.1,461.7,170
2026-06-05 12:00:00,PZ-001,EQ-001,OBM,59.8,11.8,607.8,200
2026-06-05 18:00:00,PZ-001,EQ-001,OBM,82.6,11.6,448.9,140
2026-06-06 00:00:00,PZ-001,EQ-001,WBM,47.0,14.0,662.4,100
2026-06-06 06:00:00,PZ-001,EQ-001,WBM,48.8,12.5,627.3,100
2026-06-06 12:00:00,PZ-001,EQ-001,WBM,69.4,10.7,354.7,170
2026-06-06 18:00:00,PZ-001,EQ-001,OBM,46.3,11.8,478.2,140
2026-06-07 00:00:00,PZ-001,EQ-001,WBM,49.4,9.2,399.8,200
2026-06-07 06:00:00,PZ-001,EQ-001,OBM,81.0,13.4,484.7,140
2026-06-07 12:00:00,PZ-001,EQ-001,WBM,77.4,11.4,725.6,100
2026-06-07 18:00:00,PZ-001,EQ-001,WBM,82.7,14.3,377.1,140
2026-06-08 00:00:00,PZ-001,EQ-001,OBM,61.2,10.3,566.6,100
2026-06-08 06:00:00,PZ-001,EQ-001,OBM,68.5,10.8,376.6,170
2026-06-08 12:00:00,PZ-001,EQ-001,WBM,80.5,13.8,675.8,140
2026-06-08 18:00:00,PZ-001,EQ-001,OBM,62.4,9.5,522.9,140
2026-06-09 00:00:00,PZ-001,EQ-001,WBM,46.3,10.8,446.6,170
2026-06-09 06:00:00,PZ-001,EQ-001,OBM,69.9,10.2,802.9,140
2026-06-09 12:00:00,PZ-001,EQ-001,OBM,59.0,11.5,827.2,100
2026-06-09 18:00:00,PZ-001,EQ-001,OBM,51.0,11.7,458.8,200
2026-06-10 00:00:00,PZ-001,EQ-001,WBM,65.5,12.3,665.0,230
2026-06-10 06:00:00,PZ-001,EQ-001,WBM,64.3,10.1,762.8,100
2026-06-10 12:00:00,PZ-001,EQ-001,OBM,55.0,14.4,358.6,100
2026-06-10 18:00:00,PZ-001,EQ-001,OBM,71.7,13.2,552.8,170
2026-06-11 00:00:00,PZ-001,EQ-001,OBM,71.3,10.9,624.6,170
2026-06-11 06:00:00,PZ-001,EQ-001,WBM,82.8,12.1,401.8,170
2026-06-11 12:00:00,PZ-001,EQ-001,OBM,69.6,13.8,767.1,100
2026-06-11 18:00:00,PZ-001,EQ-001,OBM,71.2,9.4,668.5,140
2026-06-12 00:00:00,PZ-001,EQ-001,OBM,65.0,12.3,472.1,230
2026-06-12 06:00:00,PZ-001,EQ-001,WBM,45.2,12.0,737.4,200
2026-06-12 12:00:00,PZ-001,EQ-001,WBM,77.3,9.3,627.9,170
2026-06-12 18:00:00,PZ-001,EQ-001,OBM,79.8,12.7,542.6,200
2026-06-13 00:00:00,PZ-001,EQ-001,OBM,64.2,13.6,705.8,100
2026-06-13 06:00:00,PZ-001,EQ-001,OBM,50.5,9.2,778.6,170
2026-06-13 12:00:00,PZ-001,EQ-001,OBM,82.3,14.6,848.9,200
2026-06-13 18:00:00,PZ-001,EQ-001,OBM,68.2,15.1,841.2,140
2026-06-14 00:00:00,PZ-001,EQ-001,WBM,63.5,14.1,301.8,230
2026-06-14 06:00:00,PZ-001,EQ-001,WBM,53.3,10.6,323.2,100
2026-06-14 12:00:00,PZ-001,EQ-001,WBM,44.9,11.7,368.4,170
2026-06-14 18:00:00,PZ-001,EQ-001,OBM,44.0,11.9,783.5,170
2026-06-15 00:00:00,PZ-001,EQ-001,OBM,73.5,9.5,520.9,230
2026-06-15 06:00:00,PZ-001,EQ-001,OBM,63.1,10.6,397.1,140
2026-06-15 12:00:00,PZ-001,EQ-001,OBM,77.2,14.6,646.4,100
2026-06-15 18:00:00,PZ-001,EQ-001,OBM,63.6,10.8,583.4,140
2026-06-16 00:00:00,PZ-001,EQ-001,WBM,76.7,10.6,423.1,100
2026-06-16 06:00:00,PZ-001,EQ-001,OBM,44.1,15.1,446.1,200
2026-06-16 12:00:00,PZ-001,EQ-001,WBM,78.3,9.2,481.0,100
2026-06-16 18:00:00,PZ-001,EQ-001,WBM,58.4,11.6,442.9,230
2026-06-17 00:00:00,PZ-001,EQ-001,OBM,83.3,9.8,792.0,230
2026-06-17 06:00:00,PZ-001,EQ-001,OBM,61.6,13.1,753.6,140
2026-06-17 12:00:00,PZ-001,EQ-001,OBM,73.0,12.6,777.5,200
2026-06-17 18:00:00,PZ-001,EQ-001,OBM,71.9,14.9,683.6,140
2026-06-18 00:00:00,PZ-001,EQ-001,OBM,48.5,15.2,828.7,100
2026-06-18 06:00:00,PZ-001,EQ-001,OBM,45.8,11.3,708.9,140
2026-06-18 12:00:00,PZ-001,EQ-001,OBM,62.8,9.0,457.9,170
2026-06-18 18:00:00,PZ-001,EQ-001,OBM,51.7,13.4,597.0,170
2026-06-19 00:00:00,PZ-001,EQ-001,WBM,40.8,12.0,762.1,200
2026-06-19 06:00:00,PZ-001,EQ-001,OBM,44.6,15.6,678.3,140
2026-06-19 12:00:00,PZ-001,EQ-001,WBM,74.7,14.0,560.5,140
2026-06-19 18:00:00,PZ-001,EQ-001,OBM,84.6,13.7,545.3,170
2026-06-20 00:00:00,PZ-001,EQ-001,OBM,41.1,9.2,478.0,170
2026-06-20 06:00:00,PZ-001,EQ-001,WBM,47.2,12.3,819.4,170
2026-06-20 12:00:00,PZ-001,EQ-001,WBM,75.8,13.9,421.4,140
2026-06-20 18:00:00,PZ-001,EQ-001,WBM,45.9,15.1,829.8,200
2026-06-21 00:00:00,PZ-001,EQ-001,OBM,78.6,15.8,718.1,230
2026-06-21 06:00:00,PZ-001,EQ-001,OBM,80.2,10.6,417.2,100
2026-06-21 12:00:00,PZ-001,EQ-001,WBM,78.9,12.3,832.5,100
2026-06-21 18:00:00,PZ-001,EQ-001,OBM,74.7,14.9,718.6,170
2026-06-22 00:00:00,PZ-001,EQ-001,WBM,81.0,15.8,402.0,100
2026-06-22 06:00:00,PZ-001,EQ-001,OBM,59.4,10.4,570.4,230
2026-06-22 12:00:00,PZ-001,EQ-001,OBM,54.0,12.2,306.4,140
2026-06-22 18:00:00,PZ-001,EQ-001,WBM,83.9,14.1,661.3,100
2026-06-23 00:00:00,PZ-001,EQ-001,OBM,41.8,12.4,357.7,100
2026-06-23 06:00:00,PZ-001,EQ-001,OBM,40.8,12.4,415.7,100
2026-06-23 12:00:00,PZ-001,EQ-001,WBM,54.7,12.6,348.3,230
2026-06-23 18:00:00,PZ-001,EQ-001,OBM,56.1,11.3,837.6,140
2026-06-24 00:00:00,PZ-001,EQ-001,OBM,49.0,10.2,357.5,170
2026-06-24 06:00:00,PZ-001,EQ-001,OBM,66.8,13.3,637.1,100
2026-06-24 12:00:00,PZ-001,EQ-001,OBM,72.1,14.6,486.7,170
2026-06-24 18:00:00,PZ-001,EQ-001,OBM,64.9,13.2,731.1,170
2026-06-25 00:00:00,PZ-001,EQ-001,OBM,66.7,13.6,563.6,170
2026-06-25 06:00:00,PZ-001,EQ-001,OBM,55.2,10.3,734.3,170
2026-06-25 12:00:00,PZ-001,EQ-001,WBM,69.4,11.3,598.4,170
2026-06-25 18:00:00,PZ-001,EQ-001,WBM,70.6,9.5,316.9,100
2026-06-26 00:00:00,PZ-001,EQ-001,WBM,83.2,11.9,765.4,230
2026-06-26 06:00:00,PZ-001,EQ-001,WBM,84.4,9.3,776.9,100
2026-06-26 12:00:00,PZ-001,EQ-001,OBM,61.9,15.1,795.4,140
2026-06-26 18:00:00,PZ-001,EQ-001,WBM,56.2,11.7,556.2,230
2026-06-27 00:00:00,PZ-001,EQ-001,WBM,72.2,15.4,398.8,200
2026-06-27 06:00:00,PZ-001,EQ-001,OBM,58.6,9.5,540.4,200
2026-06-27 12:00:00,PZ-001,EQ-001,OBM,66.1,13.6,352.4,100
2026-06-27 18:00:00,PZ-001,EQ-001,OBM,51.6,13.6,478.9,200
2026-06-28 00:00:00,PZ-001,EQ-001,OBM,60.4,10.7,340.4,140
2026-06-28 06:00:00,PZ-001,EQ-001,OBM,46.6,12.1,623.3,200
2026-06-28 12:00:00,PZ-001,EQ-001,WBM,47.5,9.3,705.0,230
2026-06-28 18:00:00,PZ-001,EQ-001,OBM,71.7,12.1,775.3,200
2026-06-29 00:00:00,PZ-001,EQ-001,WBM,84.4,9.9,427.1,140
2026-06-29 06:00:00,PZ-001,EQ-001,WBM,60.3,15.5,473.9,100
2026-06-29 12:00:00,PZ-001,EQ-001,OBM,57.9,12.4,677.3,140
2026-06-29 18:00:00,PZ-001,EQ-001,OBM,66.1,10.8,587.0,200
2026-06-30 00:00:00,PZ-001,EQ-001,WBM,46.0,10.0,816.9,200
2026-06-30 06:00:00,PZ-001,EQ-001,OBM,44.2,13.7,544.1,230
2026-06-30 12:00:00,PZ-001,EQ-001,WBM,69.8,15.9,505.9,140
2026-06-30 18:00:00,PZ-001,EQ-001,OBM,78.9,14.4,362.2,100
2026-07-01 00:00:00,PZ-001,EQ-001,OBM,49.7,13.6,516.6,230
2026-07-01 06:00:00,PZ-001,EQ-001,WBM,47.2,13.2,475.0,100
2026-07-01 12:00:00,PZ-001,EQ-001,OBM,75.2,13.0,706.1,200
2026-07-01 18:00:00,PZ-001,EQ-001,OBM,81.7,12.1,795.8,230
2026-07-02 00:00:00,PZ-001,EQ-001,OBM,76.8,9.8,599.5,100
2026-07-02 06:00:00,PZ-001,EQ-001,OBM,67.4,12.9,509.2,230
2026-07-02 12:00:00,PZ-001,EQ-001,WBM,56.8,10.6,340.3,170
2026-07-02 18:00:00,PZ-001,EQ-001,OBM,74.2,12.5,598.3,140
2026-07-03 00:00:00,PZ-001,EQ-001,WBM,55.4,11.7,519.4,230
2026-07-03 06:00:00,PZ-001,EQ-001,OBM,57.7,12.8,710.8,200
2026-07-03 12:00:00,PZ-001,EQ-001,WBM,48.8,9.1,656.1,200
2026-07-03 18:00:00,PZ-001,EQ-001,OBM,57.1,10.4,563.6,170
2026-07-04 00:00:00,PZ-001,EQ-001,OBM,51.6,11.0,469.0,200
2026-07-04 06:00:00,PZ-001,EQ-001,WBM,67.5,14.0,449.9,200
2026-07-04 12:00:00,PZ-001,EQ-001,OBM,45.5,15.0,739.9,100
2026-07-04 18:00:00,PZ-001,EQ-001,WBM,83.3,12.4,743.3,100
2026-07-05 00:00:00,PZ-001,EQ-001,OBM,45.1,9.0,650.9,230
2026-07-05 06:00:00,PZ-001,EQ-001,WBM,49.5,13.3,526.1,230
2026-07-05 12:00:00,PZ-001,EQ-001,OBM,65.0,10.8,466.1,170
2026-07-05 18:00:00,PZ-001,EQ-001,OBM,76.4,14.4,382.3,140
2026-07-06 00:00:00,PZ-001,EQ-001,WBM,79.1,12.3,594.4,230
2026-07-06 06:00:00,PZ-001,EQ-001,OBM,64.6,10.6,515.0,230
2026-07-06 12:00:00,PZ-001,EQ-001,WBM,52.4,13.2,671.7,140
2026-07-06 18:00:00,PZ-001,EQ-001,OBM,71.2,15.9,370.6,170
2026-07-07 00:00:00,PZ-001,EQ-001,WBM,80.7,14.4,445.7,230
2026-07-07 06:00:00,PZ-001,EQ-001,WBM,54.6,10.6,495.2,200
2026-07-07 12:00:00,PZ-001,EQ-001,OBM,70.1,9.5,652.1,140
2026-07-07 18:00:00,PZ-001,EQ-001,WBM,60.6,10.3,328.8,200
2026-07-08 00:00:00,PZ-001,EQ-001,OBM,72.9,12.3,333.1,200
2026-07-08 06:00:00,PZ-001,EQ-001,OBM,68.6,14.3,393.8,140
2026-07-08 12:00:00,PZ-001,EQ-001,OBM,74.0,11.4,665.7,200
2026-07-08 18:00:00,PZ-001,EQ-001,WBM,45.4,15.8,311.0,200
2026-07-09 00:00:00,PZ-001,EQ-001,OBM,77.9,12.6,643.0,140
2026-07-09 06:00:00,PZ-001,EQ-001,OBM,67.4,12.5,387.6,230
2026-07-09 12:00:00,PZ-001,EQ-001,WBM,51.8,11.5,348.2,170
2026-07-09 18:00:00,PZ-001,EQ-001,OBM,77.1,11.0,818.3,140
2026-07-10 00:00:00,PZ-001,EQ-001,OBM,62.4,15.9,768.3,140
2026-07-10 06:00:00,PZ-001,EQ-001,WBM,64.3,13.4,670.9,140
2026-07-10 12:00:00,PZ-001,EQ-001,OBM,75.6,11.1,344.5,230
2026-07-10 18:00:00,PZ-001,EQ-001,WBM,50.1,15.7,615.2,140
2026-07-11 00:00:00,PZ-001,EQ-001,WBM,78.8,15.5,567.9,230
2026-07-11 06:00:00,PZ-001,EQ-001,OBM,77.1,13.7,367.0,230
2026-07-11 12:00:00,PZ-001,EQ-001,WBM,83.3,12.8,831.2,200
2026-07-11 18:00:00,PZ-001,EQ-001,OBM,59.8,9.7,652.5,230
2026-07-12 00:00:00,PZ-001,EQ-001,OBM,56.4,11.7,610.4,140
2026-07-12 06:00:00,PZ-001,EQ-001,WBM,84.8,9.4,682.3,100
2026-07-12 12:00:00,PZ-001,EQ-001,WBM,43.4,14.5,446.0,200
2026-07-12 18:00:00,PZ-001,EQ-001,OBM,50.3,10.6,421.4,230
2026-07-13 00:00:00,PZ-001,EQ-001,OBM,59.2,9.9,787.6,230
2026-07-13 06:00:00,PZ-001,EQ-001,OBM,61.7,10.2,512.9,230
2026-07-13 12:00:00,PZ-001,EQ-001,OBM,61.7,9.1,442.9,140
2026-07-13 18:00:00,PZ-001,EQ-001,WBM,67.9,11.3,758.9,230
2026-07-14 00:00:00,PZ-001,EQ-001,OBM,83.2,12.4,360.4,200
2026-07-14 06:00:00,PZ-001,EQ-001,OBM,52.0,10.0,370.0,140
2026-07-14 12:00:00,PZ-001,EQ-001,OBM,61.4,11.6,517.0,140
2026-07-14 18:00:00,PZ-001,EQ-001,OBM,83.0,14.5,473.5,100
2026-07-15 00:00:00,PZ-001,EQ-001,WBM,52.6,15.5,439.2,230
2026-07-15 06:00:00,PZ-001,EQ-001,OBM,57.4,12.2,424.8,100
2026-07-15 12:00:00,PZ-001,EQ-001,OBM,46.8,14.2,581.7,230
2026-07-15 18:00:00,PZ-001,EQ-001,WBM,73.6,13.6,741.2,170
2026-07-16 00:00:00,PZ-001,EQ-001,OBM,73.2,11.5,463.1,170
2026-07-16 06:00:00,PZ-001,EQ-001,OBM,75.3,11.5,526.7,230
2026-07-16 12:00:00,PZ-001,EQ-001,OBM,51.9,9.1,345.2,200
2026-07-16 18:00:00,PZ-001,EQ-001,OBM,50.3,15.8,667.0,170
2026-07-17 00:00:00,PZ-001,EQ-001,OBM,74.9,13.5,591.7,140
2026-07-17 06:00:00,PZ-001,EQ-001,WBM,61.3,9.8,567.3,200
2026-07-17 12:00:00,PZ-001,EQ-001,WBM,45.0,13.2,352.3,170
2026-07-17 18:00:00,PZ-001,EQ-001,WBM,47.4,10.9,810.6,200
2026-07-18 00:00:00,PZ-001,EQ-001,OBM,69.1,11.0,748.8,100
2026-07-18 06:00:00,PZ-001,EQ-001,OBM,68.6,10.5,838.1,200
2026-07-18 12:00:00,PZ-001,EQ-001,WBM,64.3,14.1,359.4,230
2026-07-18 18:00:00,PZ-001,EQ-001,OBM,49.6,12.5,762.4,230
2026-07-19 00:00:00,PZ-001,EQ-001,OBM,73.5,13.3,358.3,230
2026-07-19 06:00:00,PZ-001,EQ-001,OBM,79.5,12.0,388.5,140
2026-07-19 12:00:00,PZ-001,EQ-001,OBM,52.5,10.4,783.9,140
2026-07-19 18:00:00,PZ-001,EQ-001,OBM,73.0,13.3,403.4,100
2026-07-20 00:00:00,PZ-001,EQ-001,OBM,63.6,14.9,762.0,200
2026-07-20 06:00:00,PZ-001,EQ-001,WBM,83.1,11.6,479.8,170
